pid,Member_Name,,Image,Father_Name,Mother_Name,Date_of_Birth,Marital_Status,Spouse_Name,Children,Educational_Qualification,Profession,Positions_Held,State,Nominated,Party,Term_From,Start_Year_Appointment,Term_To,End_Year_Appointment,Term_Number,Reason_and_Date_of_Vacation,Type
RS3410887027,Dr. Bimal Jalan,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1920.jpg,Late Shri Krishna Nand Jalan,Late Shrimati Janaki Devi Jalan,03-Jul-41,Married,Shrimati Divya Jalan,One son and one daughter,"B.A.(Hons.), B.A.(Tripos), M.A., M. Phil.,Ph. D. Educated at Presidency College, Kolkata, University of Cambridge, U.K., University of Oxford, U.K. and University of Bombay, Mumbai",Economist,"1981-90 Finance Secretary, Banking Secretary and Chief Economic Adviser, Government of India Executive Director for India, International Monetary Fund 1991-93 Chairman, Economic Advisory Council to the Prime Minister of India (in the rank of Minister of State) 1993-96 Executive Director for India, World Bank, Washington 1996-97 Member-Secretary, Planning Commission (in the rank of Minister of State) 1997-2003 Governor, Reserve Bank of India Aug. 2003 Nominated to Rajya Sabha Sept. 2003-Feb. 2004 and Aug. 2004 onwards Member, Committee on Energy Feb. 2005 onwards Member, Consultative Committee for the Ministry of Finance Dec. 2005 onwards Member, Committee on Ethics May 2008 onwards Member, Committee on Subordinate Legislation (Retired on 26th August 2009)",Nominated,TRUE,NOM.,27-08-2003,2003,26-08-2009,2009,1,Retirement,former
RS6172344711,Shri C. Apok Jamir,,https://rajyasabha.nic.in/rsnew/member_site/photos/P26.jpg,Shri S.C.Jamir,Shrimati Imkonglemla,26-Apr-61,Married on 11 May 1992,Shrimati Amenla,One son and one daughter,"B.A., LL.B. Educated at Mount Herman School, Darjeeling, St. Xaviers College, Calcutta and Faculty of Law, Delhi University","Lawyer/Advocate,Advocate","1981-82 Vice-President, Naga Students Union, Calcutta, West Bengal; 1984-85 Member, State Council, Nagaland Pradesh Youth Congress (I); 1985-86 Joint-Secretary, Nagaland Pradesh Youth Congress(I); 1986-88 General Secretary, Bar Council of Nagaland; 1986-94 General Secretary, Nagaland Pradesh Youth Congress (I); 1989-92 General Secretary, North East Youth Congress (I) Coordination Committee N.E.Y.C.C.C.; 1992-94 Working President, N.E.Y.C.C.C. (I); Dec. 1994 A.I.C.C.(I) Observer, Sikkim Assembly Elections; 1994-96 Joint Secretary, Indian Youth Congress (I); Member, Telephone Advisory Committee, M.T.N.L., Delhi; 1995 A.I.C.C.(I) Observer, Arunachal Pradesh Assembly Elections and Mizoram Assembly Elections; April 1998 Elected to Rajya Sabha; 1998 onwards Member, Committee on Urban and Rural Development; Member, Consultative Committee for the Ministry of Youth Affairs and Sports; Member, Committee on Provisions of Computers to Members of Rajya Sabha; Member, Executive Council of N.E.R. Institute of Parliamentary Studies Training and Research; Member, Court of the Nagaland University; Member, Central Advisory Committee on N.C.C.; Member, Committee on I.C.A.R.; Executive Chairman , All India Feroze Gandhi Memorial Society. Nov. 2000 onwards, Member, Court of the North-Eastern Hill University Jan.2002 onwards, Member, Committee on Science and Technology, Environment and Forests (Retired on 2nd April 2004)",Nagaland,FALSE,INC,04-03-1998,1998,04-02-2004,2004,1,Retirement,former
RS6102789682,Shri S.C. Jamir,,https://rajyasabha.nic.in/rsnew/member_site/photos/P356.jpg,-,-,-,-,-,-,-,-,-,Nagaland,FALSE,CONG(I),07-02-1987,1987,04-02-1992,1992,1,Resignation: 02.02.1989,former
RS5391455796,Shri Durga Prasad Jamuda,,https://rajyasabha.nic.in/rsnew/member_site/photos/P355.jpg,-,-,-,-,-,-,-,-,-,Bihar,FALSE,CONG(I),04-10-1984,1984,04-09-1990,1990,1,Retirement,former
RS4880828208,Smt. Jamuna Devi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P353.jpg,-,-,-,-,-,-,-,-,-,Madhya Pradesh,FALSE,JAN,04-10-1978,1978,04-02-1980,1980,1,Retirement,former
RS7126481024,Shri A.P. Janardhanam,,https://rajyasabha.nic.in/rsnew/member_site/photos/P349.jpg,-,-,-,-,-,-,-,-,-,Tamil Nadu,FALSE,AIADMK,25-07-1977,1977,24-07-1983,1983,1,Retirement,former
RS8944130037,Dr. Bhushan Lal Jangde,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2206.jpg,Shri Tikaram Jangde,Shrimati Gangamati Jangde,04-Oct-43,Married on 2 May 1962,Shrimati Ramdulari Jangde,Two sons and six daughters,"B.A.M.S. Educated at Government Ayurveda College, Raipur",Ayurveda Physician,"1967 - 90 Government Ayurvedic Officer, Government of Madhya Pradesh 1990 - 92 Director, Raipur Development Authority, Government of Madhya Pradesh 1992 - 1993 Member, Departmental Subordinate Selection Board, Government of Madhya Pradesh 2007 - 2008 Member, Chhattisgarh State Scheduled Castes Commission, Government of Chhattisgarh April 2012 Elected to Rajya Sabha May 2012 - May 2013 Member, Committee on Information Technology Aug. 2012 - May 2014 and Sept. 2014 - Aug. 2016 Member, Committee on Food, Consumer Affairs and Public Distribution Aug. 2013 onwards Member, All India Institute of Medical Sciences(AIIMS), Jaipur Dec. 2014 - Aug. 2016 Member, Committee on Health and Family Welfare Sept. 2016 onwards Member, Committee on Water Resources (Retired on 2 April 2018)",Chhattisgarh,FALSE,BJP,04-03-2012,2012,04-02-2018,2018,1,Retirement,former
RS4856097391,Shri Jagadish Jani,,https://rajyasabha.nic.in/rsnew/member_site/photos/P340.jpg,-,-,-,-,-,-,-,-,-,Odisha,FALSE,CONG(I),07-02-1980,1980,07-01-1986,1986,2,Retirement,former
RS4856097391,Shri Jagadish Jani,,https://rajyasabha.nic.in/rsnew/member_site/photos/P340.jpg,-,-,-,-,-,-,-,-,-,Odisha,FALSE,CONG(I),07-02-1986,1986,07-01-1992,1992,1,Retirement,former
RS7773930565,Dr. Satyanarayan Jatiya,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2278.jpg,Shri Nathulal Jatiya,Shrimati Rukman,04-Feb-46,Married on 26 May 1966,Shrimati Kalawati Jatiya,Two sons and three daughters,"B.Sc., M.A., LL.B., Ph.D. Educated at Vikram University, Ujjain (Madhya Pradesh)","Political and Social Worker, Advocate, Agriculturist, Teacher, Poet, Sportsperson, Trade Unionist and Artist","1977 - 80 Member, Madhya Pradesh Legislative Assembly 1977 - 78 Member, Committee on the Welfare of Scheduled Castes and Scheduled Tribes 1977 - 80 Member, Consultative Committee for the Ministry of Electronics 1980 -84 Member, Seventh Lok Sabha Member, Consultative Committee for the Ministry of Labour Member, Joint Committee on Dowry Prohibition (Amendment) Bill 1989 - 91 Member, Ninth Lok Sabha (second term) 1990 - 91 Member, Committee on Official Language Member, Consultative Committee for the Department of Atomic Energy, Space, Electronics, Ocean Development and Ministry of Science and Technology 1991 - 96 Member, Tenth Lok Sabha (third term) Member, Committee on Official Language Member, Consultative Committee for the Ministry of Petroleum and Natural Gas 1993 - 96 Member, Committee on Industry 1996 - 97 Member, Eleventh Lok Sabha (fourth term) Secretary, Scheduled Castes and Scheduled Tribes Forum in Parliament Vice-President, Scheduled Castes and Scheduled Tribes Forum in Parliament Chairman, Committee on Papers Laid on the Table Member, Committee on Communications Member, Consultative Committee for the Ministry of Petroleum and Natural Gas Member, Committee on Official Language 1998 - 99 Member, Twelfth Lok Sabha (fifth term) 1998 - 99 Union Cabinet Minister, Labour 1999 - 2004 Member, Thirteenth Lok Sabha (sixth term) Oct.- Nov. 1999 Minister of Urban Employment and Poverty Alleviation 22 Nov. 1999 - 1Sept. 2001 Minister of Labour 1 Sept. 2001 - 22 May 2004 Minister of Social Justice and Empowerment 2004 - 2009 Member, Fourteenth Lok Sabha (seventh term) Chairman, Committee on Welfare of the Scheduled Castes and Scheduled Tribes Member, Committee on Labour Member, General Purposes Committee Aug. 2007 - 2009 Chairman, Committee on Coal and Steel April 2014 Elected to Rajya Sabha June 2014 Nominated to the Panel of Vice-Chairmen, Rajya Sabha (renominated in Oct. 2017 and April 2018) July- Sept. 2014 Member, Committee on Official Language Aug. 2014- April 2015 Member, Committee on Public Accounts Aug. 2014 onwards Member, General Purposes Committee Sept. 2014- Aug. 2016 Member, Committee on Coal and Steel Oct.2014 onwards Vice-Chairman, Committee on Official Language Nov. 2014 - May 2019 Chairman, Committee on Human Resource Development Dec. 2014 onwards Member, Committee on Provision of Computers to Members of Rajya Sabha Oct. 2016 - May 2019 Member, Committee on Installation of Portraits/Statues of National Leaders and Parliamentarians in Parliament House Complex July 2017 - Sept. 2018 Member, Court of the Jawaharlal Nehru University June 2018 - May 2019 Member, Committee on Rules Oct. 2018 onwards Member, General Purposes Committee Sept. 2019 onwards Chairman, Committee on Human Resource Development Oct. 2019 onwards Member, Committee on Rules",Madhya Pradesh,FALSE,BJP,04-10-2014,2014,04-09-2020,2020,1,Retirement,former
RS1013691828,Shri J.P. Javali,,https://rajyasabha.nic.in/rsnew/member_site/photos/P337.jpg,-,-,-,-,-,-,-,-,-,Karnataka,FALSE,JD,04-03-1988,1988,04-02-1994,1994,1,Retirement,former
RS3027119377,Shri K.R. Jayadevappa,,https://rajyasabha.nic.in/rsnew/member_site/photos/P336.jpg,-,-,-,-,-,-,-,-,-,Karnataka,FALSE,CONG(I),04-03-1992,1992,04-02-1998,1998,1,Retirement,former
RS7521299291,Ms. Jayalalitha Jayaram,,https://rajyasabha.nic.in/rsnew/member_site/photos/P335.jpg,-,-,-,-,-,-,-,-,-,Tamil Nadu,FALSE,AIADMK,04-03-1984,1984,04-02-1990,1990,1,Resignation: 28.01.1989,former
RS6201061543,Smt. B. Jayashree,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2131.jpg,Shri Basavaraj,Shrimati Malathamma,09-Jun-50,Married on 8/11/2000,Shri K. Ananda Raju,One daughter,"Graduate Educated at National School of Drama, New Delhi",Artist/Director,"1996-97 Director, Regional Resources Centre, National School of Drama, Bangalore 2004-2007 Member, Sangeet Natak Academy 2008-2010 Member, National School of Drama, New Delhi March 2010 Nominated to Rajya Sabha July 2010 - May 2014 Member, Consultative Committee for the Ministry of Information and Broadcasting Sept. 2010 â€“ May 2014 and Sept. 2014 onwards Member, Committee on Health and Family Welfare Sept. 2011 - Aug. 2012 Member, Sub-Committee-I to examine the functioning of AIIMS of the Committee on Health and Family Welfare (Retired on 21st March 2016)",Nominated,TRUE,NOM.,22-03-2010,2010,21-03-2016,2016,1,Retirement,former
RS4974369783,Shri Ram Jethmalani,,https://rajyasabha.nic.in/rsnew/member_site/photos/P29.jpg,Late Shri Bulchand Gurmukh Dass,Shrimati Parbati Jethmalani,14-Sep-23,Married,Shrimati Ratna R.,Two sons and two daughters,"LL.M. Educated at S.C. Shahani Law College, Karachi","Senior Advocate,Supreme Court of India","1977 - 80 Member, Sixth Lok Sabha 1980 - 84 Member, Seventh Lok Sabha (second term) April 1988 Elected to Rajya Sabha April 1994 Re-elected to Rajya Sabha (second term) 1996 and Oct. 1999 - 23 July 2000 Union Minister of Law, Justice and Company Affairs 19 March 1998 - 14 June 1999 Union Minister of Urban Affairs and Employment April 2000 Re-elected to Rajya Sabha (third term) Jan. 2002 - Feb. 2004 Member, Committee on Home Affairs Aug. 2004 - May 2009 and Aug. 2010 - May 2014 Member, Committee on Personnel, Public Grievances, Law and Justice April 2006 Nominated to Rajya Sabha (fourth term) Aug. 2006 - Aug. 2009 Member, Joint Committee to examine the Constitutional and Legal position relating to Office of Profit Sept. 2006 - May 2009 and Aug. 2010 - May 2014 Member, Consultative Committee for the Ministry of External Affairs Sept. 2006 - Aug. 2009 Member, Committee on Rules July 2010 Elected to Rajya Sabha (resigned w.e.f. 8 June 2016) (fifth term) Sept. 2014 - June 2016 and Sept. 2016 - May 2019 Member, Committee on Energy Aug. 2015 - July 2016 and Jan. - Sept. 2019 Member, National Council for Senior Citizens July 2016 Elected to Rajya Sabha (sixth term) (passed away on 8 September 2019)",Karnataka,FALSE,JD,04-03-1988,1988,04-02-1994,1994,6,Retirement,former
RS4974369783,Shri Ram Jethmalani,,https://rajyasabha.nic.in/rsnew/member_site/photos/P29.jpg,Late Shri Bulchand Gurmukh Dass,Shrimati Parbati Jethmalani,14-Sep-23,Married,Shrimati Ratna R.,Two sons and two daughters,"LL.M. Educated at S.C. Shahani Law College, Karachi","Senior Advocate,Supreme Court of India","1977 - 80 Member, Sixth Lok Sabha 1980 - 84 Member, Seventh Lok Sabha (second term) April 1988 Elected to Rajya Sabha April 1994 Re-elected to Rajya Sabha (second term) 1996 and Oct. 1999 - 23 July 2000 Union Minister of Law, Justice and Company Affairs 19 March 1998 - 14 June 1999 Union Minister of Urban Affairs and Employment April 2000 Re-elected to Rajya Sabha (third term) Jan. 2002 - Feb. 2004 Member, Committee on Home Affairs Aug. 2004 - May 2009 and Aug. 2010 - May 2014 Member, Committee on Personnel, Public Grievances, Law and Justice April 2006 Nominated to Rajya Sabha (fourth term) Aug. 2006 - Aug. 2009 Member, Joint Committee to examine the Constitutional and Legal position relating to Office of Profit Sept. 2006 - May 2009 and Aug. 2010 - May 2014 Member, Consultative Committee for the Ministry of External Affairs Sept. 2006 - Aug. 2009 Member, Committee on Rules July 2010 Elected to Rajya Sabha (resigned w.e.f. 8 June 2016) (fifth term) Sept. 2014 - June 2016 and Sept. 2016 - May 2019 Member, Committee on Energy Aug. 2015 - July 2016 and Jan. - Sept. 2019 Member, National Council for Senior Citizens July 2016 Elected to Rajya Sabha (sixth term) (passed away on 8 September 2019)",Maharashtra,FALSE,IND.,04-03-1994,1994,04-02-2000,2000,5,Retirement,former
RS4974369783,Shri Ram Jethmalani,,https://rajyasabha.nic.in/rsnew/member_site/photos/P29.jpg,Late Shri Bulchand Gurmukh Dass,Shrimati Parbati Jethmalani,14-Sep-23,Married,Shrimati Ratna R.,Two sons and two daughters,"LL.M. Educated at S.C. Shahani Law College, Karachi","Senior Advocate,Supreme Court of India","1977 - 80 Member, Sixth Lok Sabha 1980 - 84 Member, Seventh Lok Sabha (second term) April 1988 Elected to Rajya Sabha April 1994 Re-elected to Rajya Sabha (second term) 1996 and Oct. 1999 - 23 July 2000 Union Minister of Law, Justice and Company Affairs 19 March 1998 - 14 June 1999 Union Minister of Urban Affairs and Employment April 2000 Re-elected to Rajya Sabha (third term) Jan. 2002 - Feb. 2004 Member, Committee on Home Affairs Aug. 2004 - May 2009 and Aug. 2010 - May 2014 Member, Committee on Personnel, Public Grievances, Law and Justice April 2006 Nominated to Rajya Sabha (fourth term) Aug. 2006 - Aug. 2009 Member, Joint Committee to examine the Constitutional and Legal position relating to Office of Profit Sept. 2006 - May 2009 and Aug. 2010 - May 2014 Member, Consultative Committee for the Ministry of External Affairs Sept. 2006 - Aug. 2009 Member, Committee on Rules July 2010 Elected to Rajya Sabha (resigned w.e.f. 8 June 2016) (fifth term) Sept. 2014 - June 2016 and Sept. 2016 - May 2019 Member, Committee on Energy Aug. 2015 - July 2016 and Jan. - Sept. 2019 Member, National Council for Senior Citizens July 2016 Elected to Rajya Sabha (sixth term) (passed away on 8 September 2019)",Maharashtra,FALSE,IND.,04-03-2000,2000,04-02-2006,2006,4,Retirement,former
RS4974369783,Shri Ram Jethmalani,,https://rajyasabha.nic.in/rsnew/member_site/photos/P29.jpg,Late Shri Bulchand Gurmukh Dass,Shrimati Parbati Jethmalani,14-Sep-23,Married,Shrimati Ratna R.,Two sons and two daughters,"LL.M. Educated at S.C. Shahani Law College, Karachi","Senior Advocate,Supreme Court of India","1977 - 80 Member, Sixth Lok Sabha 1980 - 84 Member, Seventh Lok Sabha (second term) April 1988 Elected to Rajya Sabha April 1994 Re-elected to Rajya Sabha (second term) 1996 and Oct. 1999 - 23 July 2000 Union Minister of Law, Justice and Company Affairs 19 March 1998 - 14 June 1999 Union Minister of Urban Affairs and Employment April 2000 Re-elected to Rajya Sabha (third term) Jan. 2002 - Feb. 2004 Member, Committee on Home Affairs Aug. 2004 - May 2009 and Aug. 2010 - May 2014 Member, Committee on Personnel, Public Grievances, Law and Justice April 2006 Nominated to Rajya Sabha (fourth term) Aug. 2006 - Aug. 2009 Member, Joint Committee to examine the Constitutional and Legal position relating to Office of Profit Sept. 2006 - May 2009 and Aug. 2010 - May 2014 Member, Consultative Committee for the Ministry of External Affairs Sept. 2006 - Aug. 2009 Member, Committee on Rules July 2010 Elected to Rajya Sabha (resigned w.e.f. 8 June 2016) (fifth term) Sept. 2014 - June 2016 and Sept. 2016 - May 2019 Member, Committee on Energy Aug. 2015 - July 2016 and Jan. - Sept. 2019 Member, National Council for Senior Citizens July 2016 Elected to Rajya Sabha (sixth term) (passed away on 8 September 2019)",Nominated,TRUE,NOM.,04-10-2006,2006,26-08-2009,2009,3,Retirement,former
RS4974369783,Shri Ram Jethmalani,,https://rajyasabha.nic.in/rsnew/member_site/photos/P29.jpg,Late Shri Bulchand Gurmukh Dass,Shrimati Parbati Jethmalani,14-Sep-23,Married,Shrimati Ratna R.,Two sons and two daughters,"LL.M. Educated at S.C. Shahani Law College, Karachi","Senior Advocate,Supreme Court of India","1977 - 80 Member, Sixth Lok Sabha 1980 - 84 Member, Seventh Lok Sabha (second term) April 1988 Elected to Rajya Sabha April 1994 Re-elected to Rajya Sabha (second term) 1996 and Oct. 1999 - 23 July 2000 Union Minister of Law, Justice and Company Affairs 19 March 1998 - 14 June 1999 Union Minister of Urban Affairs and Employment April 2000 Re-elected to Rajya Sabha (third term) Jan. 2002 - Feb. 2004 Member, Committee on Home Affairs Aug. 2004 - May 2009 and Aug. 2010 - May 2014 Member, Committee on Personnel, Public Grievances, Law and Justice April 2006 Nominated to Rajya Sabha (fourth term) Aug. 2006 - Aug. 2009 Member, Joint Committee to examine the Constitutional and Legal position relating to Office of Profit Sept. 2006 - May 2009 and Aug. 2010 - May 2014 Member, Consultative Committee for the Ministry of External Affairs Sept. 2006 - Aug. 2009 Member, Committee on Rules July 2010 Elected to Rajya Sabha (resigned w.e.f. 8 June 2016) (fifth term) Sept. 2014 - June 2016 and Sept. 2016 - May 2019 Member, Committee on Energy Aug. 2015 - July 2016 and Jan. - Sept. 2019 Member, National Council for Senior Citizens July 2016 Elected to Rajya Sabha (sixth term) (passed away on 8 September 2019)",Rajasthan,FALSE,IND.,07-05-2010,2010,07-04-2016,2016,2,Resignation: 06.08.2016,former
RS4974369783,Shri Ram Jethmalani,,https://rajyasabha.nic.in/rsnew/member_site/photos/P29.jpg,Late Shri Bulchand Gurmukh Dass,Shrimati Parbati Jethmalani,14-Sep-23,Married,Shrimati Ratna R.,Two sons and two daughters,"LL.M. Educated at S.C. Shahani Law College, Karachi","Senior Advocate,Supreme Court of India","1977 - 80 Member, Sixth Lok Sabha 1980 - 84 Member, Seventh Lok Sabha (second term) April 1988 Elected to Rajya Sabha April 1994 Re-elected to Rajya Sabha (second term) 1996 and Oct. 1999 - 23 July 2000 Union Minister of Law, Justice and Company Affairs 19 March 1998 - 14 June 1999 Union Minister of Urban Affairs and Employment April 2000 Re-elected to Rajya Sabha (third term) Jan. 2002 - Feb. 2004 Member, Committee on Home Affairs Aug. 2004 - May 2009 and Aug. 2010 - May 2014 Member, Committee on Personnel, Public Grievances, Law and Justice April 2006 Nominated to Rajya Sabha (fourth term) Aug. 2006 - Aug. 2009 Member, Joint Committee to examine the Constitutional and Legal position relating to Office of Profit Sept. 2006 - May 2009 and Aug. 2010 - May 2014 Member, Consultative Committee for the Ministry of External Affairs Sept. 2006 - Aug. 2009 Member, Committee on Rules July 2010 Elected to Rajya Sabha (resigned w.e.f. 8 June 2016) (fifth term) Sept. 2014 - June 2016 and Sept. 2016 - May 2019 Member, Committee on Energy Aug. 2015 - July 2016 and Jan. - Sept. 2019 Member, National Council for Senior Citizens July 2016 Elected to Rajya Sabha (sixth term) (passed away on 8 September 2019)",Bihar,FALSE,RJD,07-08-2016,2016,07-07-2022,2022,1,Death: 09.08.2019,former
RS4408894409,Shri Kamalnath Jha,,https://rajyasabha.nic.in/rsnew/member_site/photos/P334.jpg,-,-,-,-,-,-,-,-,-,Bihar,FALSE,Congress,20-03-1973,1973,04-02-1974,1974,2,Retirement,former
RS4408894409,Shri Kamalnath Jha,,https://rajyasabha.nic.in/rsnew/member_site/photos/P334.jpg,-,-,-,-,-,-,-,-,-,Bihar,FALSE,CONG(I),04-03-1974,1974,04-02-1980,1980,1,Elected to Lok Sabha: 01.09.1980,former
RS3850211865,Shri Lakshmi Kant Jha,,https://rajyasabha.nic.in/rsnew/member_site/photos/P333.jpg,-,-,-,-,-,-,-,-,-,Bihar,FALSE,Congress,07-07-1986,1986,07-06-1992,1992,1,Death: 16.01.1988,former
RS3263527345,Shri Prabhat Jha,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2082.jpg,Late Shri Paneshwar Jha,Late Shrimati Amarawati Devi,04-Jun-57,Married on 30 June 1986,Shrimati Ranjana Jha,Two sons,"B. Sc., M.A. (Political Science), LL. B. Educated at Parvatibai Gokhale Vigyan Mahavidyalaya, Madhav College and Maharani Laxmi Bai Government College of Excellence, Gwalior","Journalist, Writer, Columnist, Social and Political Worker","April 2008 Elected to Rajya Sabha May 2008 - May 2009 Member, Committee on Rural Development July 2009 - April 2014 Member, Committee on Official Language Aug. 2009 - Aug. 2012 Member, Committee on Information Technology Aug. 2009 - May 2014 Member, Consultative Committee for the Ministry of Rural Development Jan. 2010 - May 2014 Member, Parliamentary Forum on Population and Public Health Aug. 2012 - May 2014 Member, Committee on Railways April 2013 - May 2014 Member, Parliamentary Forum on Artisans and Craftspeople April 2014 Re-elected to Rajya Sabha (second term) June 2014 - June 2017 Member, Press Council of India Aug. 2014 - Aug. 2018 Member, Advisory Council of the Delhi Development Authority Sept. 2014 - Sept. 2016 Member, Committee on Petroleum and Natural Gas Member, Committee on Social Justice and Empowerment Member, House Committee Nov. 2014 - May 2019 Member, Library Committee Dec. 2014 - Dec. 2017 and Dec. 2019 onwards Member, Council established under Section 31(1) of the Institutes of Technology Act, 1961 Sept. 2016 - Aug. 2017 Member, Committee on Information Technology Sept. 2016 onwards Chairman, Committee on Petitions Sept. 2016 - May 2019 Member, Committee on Personnel, Public Grievances, Law and Justice Member, Committee on Empowerment of Women Dec. 2016 onwards Member, Hindi Advisory Committee of the Ministry of Power March 2017 onwards Member, General Purposes Committee June 2018 onwards Member, Committee of Privileges Sept. 2019 onwards Member, Committee on Personnel, Public Grievances, Law and Justice Oct. 2019 onwards Chairman, Committee on Ethics Member, Consultative Committee for the Ministry of Information and Broadcasting",Madhya Pradesh,FALSE,BJP,04-10-2008,2008,04-09-2014,2014,2,Retirement,former
RS3263527345,Shri Prabhat Jha,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2082.jpg,Late Shri Paneshwar Jha,Late Shrimati Amarawati Devi,04-Jun-57,Married on 30 June 1986,Shrimati Ranjana Jha,Two sons,"B. Sc., M.A. (Political Science), LL. B. Educated at Parvatibai Gokhale Vigyan Mahavidyalaya, Madhav College and Maharani Laxmi Bai Government College of Excellence, Gwalior","Journalist, Writer, Columnist, Social and Political Worker","April 2008 Elected to Rajya Sabha May 2008 - May 2009 Member, Committee on Rural Development July 2009 - April 2014 Member, Committee on Official Language Aug. 2009 - Aug. 2012 Member, Committee on Information Technology Aug. 2009 - May 2014 Member, Consultative Committee for the Ministry of Rural Development Jan. 2010 - May 2014 Member, Parliamentary Forum on Population and Public Health Aug. 2012 - May 2014 Member, Committee on Railways April 2013 - May 2014 Member, Parliamentary Forum on Artisans and Craftspeople April 2014 Re-elected to Rajya Sabha (second term) June 2014 - June 2017 Member, Press Council of India Aug. 2014 - Aug. 2018 Member, Advisory Council of the Delhi Development Authority Sept. 2014 - Sept. 2016 Member, Committee on Petroleum and Natural Gas Member, Committee on Social Justice and Empowerment Member, House Committee Nov. 2014 - May 2019 Member, Library Committee Dec. 2014 - Dec. 2017 and Dec. 2019 onwards Member, Council established under Section 31(1) of the Institutes of Technology Act, 1961 Sept. 2016 - Aug. 2017 Member, Committee on Information Technology Sept. 2016 onwards Chairman, Committee on Petitions Sept. 2016 - May 2019 Member, Committee on Personnel, Public Grievances, Law and Justice Member, Committee on Empowerment of Women Dec. 2016 onwards Member, Hindi Advisory Committee of the Ministry of Power March 2017 onwards Member, General Purposes Committee June 2018 onwards Member, Committee of Privileges Sept. 2019 onwards Member, Committee on Personnel, Public Grievances, Law and Justice Oct. 2019 onwards Chairman, Committee on Ethics Member, Consultative Committee for the Ministry of Information and Broadcasting",Madhya Pradesh,FALSE,BJP,04-10-2014,2014,04-09-2020,2020,1,Retirement,former
RS3955887561,Shri Rudra Narain Jha,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1831.jpg,-,-,-,-,-,-,-,-,-,Bihar,FALSE,SSP,04-03-1968,1968,04-02-1974,1974,1,Death: 05.10.1971,former
RS5436165650,Shri Shiva Chandra Jha,,https://rajyasabha.nic.in/rsnew/member_site/photos/P332.jpg,-,-,-,-,-,-,-,-,-,Bihar,FALSE,JAN,04-10-1978,1978,04-09-1984,1984,1,Retirement,former
RS7526144416,Dr. Shrikant Ramchandra Jichkar,,https://rajyasabha.nic.in/rsnew/member_site/photos/P331.jpg,-,-,-,-,-,-,-,-,-,Maharashtra,FALSE,CONG(I),07-05-1992,1992,07-04-1998,1998,1,Retirement,former
RS9500669493,Shri A.A. Jinnah,,https://rajyasabha.nic.in/rsnew/member_site/photos/P2056.jpg,Shri Mohamed Sulaiman,Shrimati Kathija Beevi,16-Feb-41,Married on 15 June 1969,Shrimati Subeidha Begum,One son and three daughters,"B.A., B.L. Educated at Loyola College, Chennai and Law College, Chennai (Tamil Nadu)",Advocate,"1967 - 70 Legal Advisor, State Transport, Government of Tamil Nadu Member, Tamil Nadu Industrial Investment Corporation 2004-2006 Member, Telephone Advisory Committee Member, Censor Board, Government of India April 2008 Elected to Rajya Sabha Aug. 2008- May 2009 and Aug. 2009 onwards Member, Committee on Chemicals and Fertilizers Aug. 2008 - May 2009 Member, Consultative Committee for the Ministry of External Affairs Dec. 2008 onwards Member, Coconut Development Board Nov. 2010 onwards Member, Committee on Member of Parliament Local Area Development Scheme Member, Consultative Committee for the Ministry of Petroleum and Natural Gas Aug. 2012 onwards Member, Committee on Chemicals and Fertilizers May 2013 onwards Member, Committee on Government Assurances (Retired on 2nd April 2014)",Tamil Nadu,FALSE,DMK,04-03-2008,2008,04-02-2014,2014,1,Retirement,former
RS8393361875,Shri Jitendra Prasada,,https://rajyasabha.nic.in/rsnew/member_site/photos/P330.jpg,-,-,-,-,-,-,-,-,-,Uttar Pradesh,FALSE,CONG(I),04-03-1994,1994,04-02-2000,2000,1,Elected to Lok Sabha: 10.07.1999,former
RS9747891215,Shri Jogendra Singh,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1832.jpg,-,-,-,-,-,-,-,-,-,Uttar Pradesh,FALSE,Congress,12-11-1963,1963,04-02-1966,1966,2,Retirement,former
RS9747891215,Shri Jogendra Singh,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1832.jpg,-,-,-,-,-,-,-,-,-,Uttar Pradesh,FALSE,Congress,04-03-1966,1966,04-02-1972,1972,1,Resignation: 20.09.1971,former
RS3327927521,Shri Ajit P.K. Jogi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P329.jpg,-,-,-,-,-,-,-,-,-,Madhya Pradesh,FALSE,CONG(I),30-06-1986,1986,29-06-1992,1992,2,Retirement,former
RS3327927521,Shri Ajit P.K. Jogi,,https://rajyasabha.nic.in/rsnew/member_site/photos/P329.jpg,-,-,-,-,-,-,-,-,-,Madhya Pradesh,FALSE,CONG(I),30-06-1992,1992,29-06-1998,1998,1,Elected to Lok Sabha: 03.03.1998,former
RS6326763025,Shri Michael John,,https://rajyasabha.nic.in/rsnew/member_site/photos/P1833.jpg,-,-,-,-,-,-,-,-,-,Bihar,FALSE,Congress,04-03-1956,1956,04-02-1962,1962,1,Retirement,former
